area_name,year,group_name,sub_group_name,k_a_cases_reported,k_a_female_10_15_years,k_a_female_15_18_years,k_a_female_18_30_years,k_a_female_30_50_years,k_a_female_above_50_years,k_a_female_total,k_a_female_upto_10_years,k_a_grand_total,k_a_male_10_15_years,k_a_male_15_18_years,k_a_male_18_30_years,k_a_male_30_50_years,k_a_male_above_50_years,k_a_male_total,k_a_male_upto_10_years
Himachal Pradesh,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,405,1,67,239,98,0,405,0,405,0,0,0,0,0,0,0
Jharkhand,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,25,3,6,5,1,0,15,0,25,1,0,9,0,0,10,0
Karnataka,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,0,2,2,0,0,4,0,7,0,0,2,1,0,3,0
Kerala,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,15,2,1,12,,,15,,15,,,,,,,
Madhya Pradesh,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,40,3,14,18,4,0,40,1,40,0,0,0,0,0,0,0
Maharashtra,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,68,8,20,23,8,1,64,4,71,0,0,6,0,0,7,1
Manipur,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,19,0,11,8,0,0,19,0,19,0,0,0,0,0,0,0
Mizoram,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,87,5,3,68,1,0,77,0,87,0,0,10,0,0,10,0
Puducherry,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,,,,1,,1,,1,,,,,,,
Punjab,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,35,1,2,30,1,,35,1,37,,,2,,,2,
Rajasthan,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,17,,3,14,,,17,,17,,,,,,,
Sikkim,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,,,1,0,,1,,1,,,,,,,
Tamil Nadu,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,35,2,7,23,3,0,35,0,35,0,0,0,0,0,0,0
Tripura,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,,,4,,,4,,4,,,,,,,
Uttar Pradesh,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1161,54,182,679,246,0,1161,0,1161,0,0,0,0,0,0,0
Uttarakhand,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0
West Bengal,2006,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,44,0,0,39,5,0,44,0,44,0,0,0,0,0,0,0
Andhra Pradesh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,228,44,79,62,36,3,224,0,226,0,2,0,0,0,2,0
Arunachal Pradesh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,119,0,0,71,48,0,119,0,119,0,0,0,0,0,0,0
Bihar,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,57,10,24,22,1,0,57,0,57,0,0,0,0,0,0,0
Chhattisgarh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,23,8,14,1,0,0,23,0,23,0,0,0,0,0,0,0
Delhi,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,35,6,10,9,8,,35,2,35,,,,,,,
Goa,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,,,1,,,1,,1,,,,,,,
Gujarat,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,180,22,40,84,10,0,159,3,181,0,8,9,4,0,22,1
Haryana,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,111,3,6,100,1,0,111,1,111,0,0,0,0,0,0,0
Himachal Pradesh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,281,4,0,246,34,0,284,0,284,0,0,0,0,0,0,0
Jharkhand,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,69,0,1,24,3,0,28,0,69,0,3,33,5,0,41,0
Karnataka,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,3,0,0,2,1,0,3,0,3,0,0,0,0,0,0,0
Kerala,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,17,2,7,8,,,17,,17,,,,,,,
Madhya Pradesh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,61,7,18,34,3,0,62,0,62,0,0,0,0,0,0,0
Maharashtra,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,22,5,4,11,1,0,23,2,24,0,0,1,0,0,1,0
Manipur,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Mizoram,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,126,9,11,98,9,0,127,0,127,0,0,0,0,0,0,0
Punjab,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,32,4,9,16,4,,33,,33,,,,,,,
Rajasthan,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,30,1,,27,1,,29,,30,,1,,,,1,
Tamil Nadu,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,62,2,9,28,15,0,57,3,57,0,0,0,0,0,0,0
Uttar Pradesh,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1018,46,211,616,145,,1018,,1018,,,,,,,
Uttarakhand,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,8,1,1,6,,,8,,8,,,,,,,
West Bengal,2007,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,164,0,3,140,16,5,164,0,164,0,0,0,0,0,0,0
Andhra Pradesh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,147,15,27,90,14,0,149,3,149,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,117,0,0,79,38,0,117,0,117,0,0,0,0,0,0,0
Bihar,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,129,2,29,88,10,0,129,0,129,0,0,0,0,0,0,0
Chhattisgarh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0
Delhi,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,9,3,3,3,,,9,,9,0,,0,,,0,
Gujarat,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,178,19,48,86,9,0,165,3,180,0,0,12,0,0,15,3
Haryana,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,120,3,9,107,4,1,124,0,125,0,1,0,0,0,1,0
Himachal Pradesh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,2,0,1,0,0,3,0,3,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,341,0,0,295,47,0,342,0,342,0,0,0,0,0,0,0
Jharkhand,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,11,2,6,3,,,11,0,11,0,0,0,,,,0
Karnataka,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,6,1,0,5,0,0,6,0,6,0,0,0,0,0,0,0
Kerala,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,24,3,4,10,4,,23,2,24,1,,,,,1,
Madhya Pradesh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,66,8,24,41,0,0,73,0,73,0,0,0,0,0,0,0
Maharashtra,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,20,0,3,12,2,0,17,0,20,0,0,3,0,0,3,0
Manipur,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,5,3,2,0,0,0,5,0,5,0,0,0,0,0,0,0
Mizoram,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,141,1,2,126,10,0,139,0,141,0,0,1,1,0,2,0
Puducherry,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,,,,,,,,,,,,,,,
Punjab,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,19,2,2,13,2,0,19,0,19,0,0,0,0,0,0,0
Rajasthan,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,9,1,,8,,,9,,9,,,,,,,
Sikkim,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,,2,,,,2,,2,,,,,,,
Tamil Nadu,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,34,2,1,27,3,0,34,1,34,0,0,0,0,0,0,0
Uttar Pradesh,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1272,121,447,573,129,0,1272,2,1272,0,0,0,0,0,0,0
Uttarakhand,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,1,1,2,,,4,,4,,,,,,,
West Bengal,2008,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,18,2,3,12,0,0,18,1,18,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,170,2,48,105,2,0,158,1,170,0,0,11,1,0,12,0
Arunachal Pradesh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,9,7,0,0,0,0,9,2,9,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,135,0,0,87,48,0,135,0,135,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,40,0,0,27,3,0,30,0,40,0,0,10,0,0,10,0
Chandigarh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,8,2,3,0,3,0,8,0,8,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,15,7,8,,,,15,0,15,0,0,,,,,0
Gujarat,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,254,32,29,155,5,0,222,1,252,0,9,18,3,0,30,0
Haryana,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,69,0,3,57,9,0,69,0,69,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,3,1,1,1,0,0,3,0,3,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,212,0,17,148,34,0,199,0,199,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,53,0,1,37,0,0,38,0,53,0,0,8,7,0,15,0
Karnataka,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,5,0,0,3,1,0,5,1,5,0,0,0,0,0,0,0
Kerala,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,22,,8,12,2,,22,,22,,,0,0,,,
Madhya Pradesh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,69,16,30,22,0,0,69,1,69,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,31,7,9,11,3,0,33,3,34,0,0,0,0,0,1,1
Manipur,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,10,0,3,7,0,0,10,0,10,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,49,1,0,45,3,0,49,0,49,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,33,6,11,15,,,33,1,33,0,0,0,,,,
Rajasthan,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,18,,9,9,,,18,,18,,,,,,,
Tamil Nadu,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,27,1,6,15,3,0,25,0,30,0,0,4,0,1,5,0
Uttar Pradesh,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1321,124,327,675,189,0,1319,4,1321,2,0,0,0,0,2,0
Uttarakhand,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,,,1,,,1,,1,,,,,,,
West Bengal,2009,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,250,11,9,194,36,0,250,0,250,0,0,0,0,0,0,0
Andhra Pradesh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,118,8,19,73,10,0,110,0,118,1,0,7,0,0,8,0
Arunachal Pradesh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,3,0,1,0,0,4,0,4,0,0,0,0,0,0,0
Assam,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,241,5,12,169,55,,241,,241,,,,,,,
Bihar,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,48,2,5,26,15,,48,,48,,,,,,,
Chhattisgarh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,14,3,7,4,0,0,14,0,14,0,0,0,0,0,0,0
Delhi,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,21,7,14,,,,21,,21,,,,,,,
Gujarat,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,259,31,94,106,7,0,241,3,259,0,0,11,6,0,18,1
Haryana,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,137,2,8,120,6,0,137,1,137,0,0,0,0,0,0,0
Himachal Pradesh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,4,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,255,1,1,211,35,0,249,1,255,0,0,6,0,0,6,0
Jharkhand,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,34,0,0,30,4,0,34,0,34,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0
Kerala,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,22,4,9,7,1,0,21,0,22,1,0,0,0,0,1,0
Madhya Pradesh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,79,13,21,38,5,0,79,2,79,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,42,9,19,5,1,0,37,3,42,0,1,3,0,0,5,1
Manipur,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,8,0,1,6,2,0,9,0,9,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,87,2,0,80,1,0,83,0,87,0,0,4,0,0,4,0
Puducherry,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,2,1,1,,,,2,0,2,,,,,,,
Punjab,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,32,4,3,24,1,,32,,32,,,,,,,
Rajasthan,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,30,,15,15,,,30,,30,,,,,,,
Sikkim,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1,1,1,,,,2,,2,,,,,,,
Tamil Nadu,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,70,2,30,34,3,0,69,0,70,0,0,0,1,0,1,0
Uttar Pradesh,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,1604,80,286,1008,226,,1604,4,1604,0,0,,,,,0
West Bengal,2010,Kidnap - For Illicit Intercourse,04. For Illicit Intercourse,25,0,0,17,8,0,25,0,25,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2001,Kidnap - For Marriage,05. For Marriage,2,,2,,,,2,,2,,,,,,,
Andhra Pradesh,2001,Kidnap - For Marriage,05. For Marriage,339,73,164,91,4,0,332,0,339,0,1,6,0,0,7,0
Arunachal Pradesh,2001,Kidnap - For Marriage,05. For Marriage,41,0,0,39,2,0,41,0,41,0,0,0,0,0,0,0
Assam,2001,Kidnap - For Marriage,05. For Marriage,751,34,277,346,0,0,660,3,751,0,31,24,30,6,91,0
Bihar,2001,Kidnap - For Marriage,05. For Marriage,555,27,131,319,7,0,484,0,555,0,9,54,8,0,71,0
Chandigarh,2001,Kidnap - For Marriage,05. For Marriage,43,26,10,6,1,0,43,0,43,0,0,0,0,0,0,0
Chhattisgarh,2001,Kidnap - For Marriage,05. For Marriage,148,44,74,27,1,0,146,0,148,2,0,0,0,0,2,0
Dadra & Nagar Haveli,2001,Kidnap - For Marriage,05. For Marriage,2,,2,,,,2,,2,,,,,,,
Delhi,2001,Kidnap - For Marriage,05. For Marriage,351,60,194,65,16,,336,1,342,,,,,,6,6
Goa,2001,Kidnap - For Marriage,05. For Marriage,4,3,0,1,,,4,,4,,,,,,,
Gujarat,2001,Kidnap - For Marriage,05. For Marriage,652,108,329,160,2,0,602,3,653,0,14,31,6,0,51,0
Haryana,2001,Kidnap - For Marriage,05. For Marriage,174,33,88,51,3,0,175,0,175,0,0,0,0,0,0,0
Himachal Pradesh,2001,Kidnap - For Marriage,05. For Marriage,89,13,28,33,12,2,88,0,89,1,0,0,0,0,1,0
Jammu & Kashmir,2001,Kidnap - For Marriage,05. For Marriage,256,2,88,161,5,,256,,256,,,,,,,
Jharkhand,2001,Kidnap - For Marriage,05. For Marriage,209,0,93,119,2,0,214,0,214,0,0,0,0,0,0,0
Karnataka,2001,Kidnap - For Marriage,05. For Marriage,116,15,57,41,0,0,113,0,117,0,0,4,0,0,4,0
Kerala,2001,Kidnap - For Marriage,05. For Marriage,53,3,31,19,,,53,,53,,,,,,,
Madhya Pradesh,2001,Kidnap - For Marriage,05. For Marriage,379,76,183,85,21,0,366,1,379,2,6,3,2,0,13,0
Maharashtra,2001,Kidnap - For Marriage,05. For Marriage,481,77,301,93,6,0,478,1,484,0,2,4,0,0,6,0
Manipur,2001,Kidnap - For Marriage,05. For Marriage,62,7,27,28,,,62,,62,,,,,,,
Meghalaya,2001,Kidnap - For Marriage,05. For Marriage,6,2,2,1,1,0,6,0,6,0,0,0,0,0,0,0
Mizoram,2001,Kidnap - For Marriage,05. For Marriage,1,0,1,2,0,0,3,0,3,0,0,0,0,0,0,0
Nagaland,2001,Kidnap - For Marriage,05. For Marriage,5,0,5,1,0,0,6,0,6,0,0,0,0,0,0,0
Odisha,2001,Kidnap - For Marriage,05. For Marriage,252,0,122,137,0,0,259,0,259,0,0,0,0,0,0,0
Puducherry,2001,Kidnap - For Marriage,05. For Marriage,3,,3,,,,3,,3,,,,,,0,
Punjab,2001,Kidnap - For Marriage,05. For Marriage,150,2,88,57,3,0,150,0,150,0,0,0,0,0,0,0
Rajasthan,2001,Kidnap - For Marriage,05. For Marriage,1563,38,350,834,310,,1540,8,1563,2,8,13,,,23,
Tamil Nadu,2001,Kidnap - For Marriage,05. For Marriage,435,3,98,234,0,0,335,,435,0,48,16,36,0,100,
Tripura,2001,Kidnap - For Marriage,05. For Marriage,6,,8,6,8,,22,,22,,,,,,,
Uttar Pradesh,2001,Kidnap - For Marriage,05. For Marriage,1647,89,425,901,229,3,1647,,1647,,,,,,,
Uttarakhand,2001,Kidnap - For Marriage,05. For Marriage,90,10,7,73,,,90,,90,,,,,,,
West Bengal,2001,Kidnap - For Marriage,05. For Marriage,334,27,141,164,2,0,334,0,334,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2002,Kidnap - For Marriage,05. For Marriage,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Andhra Pradesh,2002,Kidnap - For Marriage,05. For Marriage,392,29,19,337,4,0,389,0,392,0,0,0,3,0,3,0
Arunachal Pradesh,2002,Kidnap - For Marriage,05. For Marriage,36,,3,32,1,,36,,36,,,,,,,
Assam,2002,Kidnap - For Marriage,05. For Marriage,841,0,1,325,512,0,838,0,850,0,0,12,0,0,12,0
Bihar,2002,Kidnap - For Marriage,05. For Marriage,609,5,1,301,0,0,307,0,434,3,0,117,7,0,127,0
Chandigarh,2002,Kidnap - For Marriage,05. For Marriage,43,8,21,15,0,0,44,0,44,0,0,0,,0,0,0
Chhattisgarh,2002,Kidnap - For Marriage,05. For Marriage,126,46,5,69,1,0,126,5,126,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Kidnap - For Marriage,05. For Marriage,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0
Daman & Diu,2002,Kidnap - For Marriage,05. For Marriage,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Delhi,2002,Kidnap - For Marriage,05. For Marriage,342,89,127,127,8,0,351,0,355,0,0,4,0,0,4,0
Gujarat,2002,Kidnap - For Marriage,05. For Marriage,624,45,186,358,7,0,596,0,630,0,3,13,17,1,34,0
Haryana,2002,Kidnap - For Marriage,05. For Marriage,160,4,6,146,5,0,161,0,161,0,0,0,0,0,0,0
Himachal Pradesh,2002,Kidnap - For Marriage,05. For Marriage,103,3,15,63,3,0,84,0,105,0,0,4,16,1,21,0
Jammu & Kashmir,2002,Kidnap - For Marriage,05. For Marriage,355,0,23,301,31,0,355,0,355,0,0,0,0,0,0,0
Jharkhand,2002,Kidnap - For Marriage,05. For Marriage,312,2,0,399,9,,410,,410,,,,,,,
Karnataka,2002,Kidnap - For Marriage,05. For Marriage,73,1,7,48,15,0,71,0,73,0,0,2,0,0,2,0
Kerala,2002,Kidnap - For Marriage,05. For Marriage,36,3,21,11,1,,36,,36,,,,,,,
Madhya Pradesh,2002,Kidnap - For Marriage,05. For Marriage,331,1,1,268,61,0,331,0,331,0,0,0,0,0,0,0
Maharashtra,2002,Kidnap - For Marriage,05. For Marriage,465,61,189,215,3,1,469,0,470,0,0,0,1,0,1,0
Manipur,2002,Kidnap - For Marriage,05. For Marriage,82,0,42,33,7,0,82,0,82,0,0,0,0,0,0,0
Meghalaya,2002,Kidnap - For Marriage,05. For Marriage,8,0,1,7,0,0,8,0,8,0,0,0,0,0,0,0
Nagaland,2002,Kidnap - For Marriage,05. For Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Kidnap - For Marriage,05. For Marriage,232,0,2,228,1,0,231,0,231,0,0,0,0,0,0,0
Puducherry,2002,Kidnap - For Marriage,05. For Marriage,4,,2,2,,,4,,4,,,,,,0,
Punjab,2002,Kidnap - For Marriage,05. For Marriage,246,14,12,215,9,0,250,0,250,0,0,0,0,0,0,0
Rajasthan,2002,Kidnap - For Marriage,05. For Marriage,1567,4,20,1325,206,,1555,0,1567,,3,8,1,,12,
Tamil Nadu,2002,Kidnap - For Marriage,05. For Marriage,466,36,190,137,7,0,370,0,391,0,10,8,2,0,21,1
Tripura,2002,Kidnap - For Marriage,05. For Marriage,24,,0,16,8,,24,,24,,,,,,,
Uttar Pradesh,2002,Kidnap - For Marriage,05. For Marriage,1180,55,60,812,161,4,1092,,1180,,17,71,,,88,
Uttarakhand,2002,Kidnap - For Marriage,05. For Marriage,146,0,0,142,4,0,146,0,146,0,0,0,0,0,0,0
West Bengal,2002,Kidnap - For Marriage,05. For Marriage,304,7,43,236,18,0,304,0,304,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2003,Kidnap - For Marriage,05. For Marriage,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Andhra Pradesh,2003,Kidnap - For Marriage,05. For Marriage,416,55,138,185,15,0,393,0,395,0,0,2,0,0,2,0
Arunachal Pradesh,2003,Kidnap - For Marriage,05. For Marriage,47,2,0,40,0,0,42,0,47,0,0,5,0,0,5,0
Assam,2003,Kidnap - For Marriage,05. For Marriage,972,0,0,669,303,0,972,0,972,0,0,0,0,0,0,0
Bihar,2003,Kidnap - For Marriage,05. For Marriage,679,1,14,501,0,0,516,0,679,4,1,116,42,0,163,0
Chandigarh,2003,Kidnap - For Marriage,05. For Marriage,15,0,4,12,0,0,16,0,16,0,0,0,0,0,0,0
Chhattisgarh,2003,Kidnap - For Marriage,05. For Marriage,114,22,5,80,5,0,113,1,114,0,1,0,0,0,1,0
Dadra & Nagar Haveli,2003,Kidnap - For Marriage,05. For Marriage,3,,3,,,,3,,3,,,,,,,
Daman & Diu,2003,Kidnap - For Marriage,05. For Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Kidnap - For Marriage,05. For Marriage,244,45,50,147,3,0,245,0,245,0,0,0,0,0,0,0
Goa,2003,Kidnap - For Marriage,05. For Marriage,7,1,3,3,,,7,,7,,,,,,,
Gujarat,2003,Kidnap - For Marriage,05. For Marriage,593,50,125,342,33,0,552,2,594,3,3,36,0,0,42,0
Haryana,2003,Kidnap - For Marriage,05. For Marriage,160,3,77,77,5,0,162,0,162,0,0,0,0,0,0,0
Himachal Pradesh,2003,Kidnap - For Marriage,05. For Marriage,79,3,15,49,4,0,71,0,80,1,2,6,0,0,9,0
Jammu & Kashmir,2003,Kidnap - For Marriage,05. For Marriage,372,23,15,306,28,0,372,0,372,0,0,0,0,0,0,0
Jharkhand,2003,Kidnap - For Marriage,05. For Marriage,165,1,1,73,23,0,98,0,111,0,0,13,0,0,13,0
