states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Himachal Pradesh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,151,39,190,185,68,253,92,93,185,28,23,51,456,223,679
Himachal Pradesh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,26 - Causing Death by Negligence (Section 304-A IPC),2014,162,1,163,216,2,218,97,1,98,4,0,4,479,4,483
Himachal Pradesh,26.1 - Deaths due to negligent driving/act,2014,154,1,155,200,1,201,76,0,76,3,0,3,433,2,435
Himachal Pradesh,26.2 - Deaths due to Other Causes,2014,8,0,8,16,1,17,21,1,22,1,0,1,46,2,48
Himachal Pradesh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Himachal Pradesh,27.1 - Sedition (Section 124A IPC),2014,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Himachal Pradesh,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,29 - Extortion (Section 384 - 389 IPC),2014,1,0,1,4,1,5,0,0,0,0,0,0,5,1,6
Himachal Pradesh,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,903,3,906,879,5,884,225,1,226,17,0,17,2024,9,2033
Himachal Pradesh,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Himachal Pradesh,33 - Unnatural Offences U/s 377 IPC,2014,4,0,4,8,0,8,1,0,1,0,0,0,13,0,13
Himachal Pradesh,34 - Other IPC crimes,2014,2904,258,3162,2977,549,3526,1569,328,1897,201,58,259,7651,1193,8844
Himachal Pradesh,35 - Total Cognizable IPC crimes,2014,6775,508,7283,6485,991,7476,3073,642,3715,430,123,553,16763,2264,19027
Jammu & Kashmir,1 - Murder (Section 302 IPC),2014,64,6,70,154,12,166,35,3,38,1,0,1,254,21,275
Jammu & Kashmir,2 - Attempt to commit Murder (Section 307 IPC),2014,326,6,332,537,17,554,123,8,131,89,0,89,1075,31,1106
Jammu & Kashmir,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,4,0,4,15,0,15,4,0,4,0,0,0,23,0,23
Jammu & Kashmir,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5 - Rape (Section 376 IPC),2014,158,2,160,151,5,156,26,0,26,0,0,0,335,7,342
Jammu & Kashmir,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.2 - Rape other than Custodial,2014,158,2,160,151,5,156,26,0,26,0,0,0,335,7,342
Jammu & Kashmir,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,5.2.2 - Other Rape,2014,158,2,160,151,5,156,26,0,26,0,0,0,335,7,342
Jammu & Kashmir,6 - Attempt to commit Rape (Section 376/511 IPC),2014,6,0,6,11,0,11,0,0,0,0,0,0,17,0,17
Jammu & Kashmir,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,240,9,249,469,11,480,39,1,40,0,0,0,748,21,769
Jammu & Kashmir,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,69,1,70,169,5,174,6,0,6,0,0,0,244,6,250
Jammu & Kashmir,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,5,0,5,7,0,7,0,0,0,0,0,0,12,0,12
Jammu & Kashmir,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,75,0,75,113,1,114,11,0,11,0,0,0,199,1,200
Jammu & Kashmir,7.5 - Other Kidnapping,2014,91,8,99,180,5,185,22,1,23,0,0,0,293,14,307
Jammu & Kashmir,"8 - Dacoity (Section 395,396-398 IPC)",2014,9,3,12,8,2,10,4,0,4,0,0,0,21,5,26
Jammu & Kashmir,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,8.2 - Other Dacoity,2014,9,3,12,8,2,10,4,0,4,0,0,0,21,5,26
Jammu & Kashmir,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,18,0,18,71,0,71,11,0,11,0,0,0,100,0,100
Jammu & Kashmir,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,281,0,281,500,1,501,66,0,66,0,0,0,847,1,848
Jammu & Kashmir,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,114,0,114,177,0,177,26,0,26,0,0,0,317,0,317
Jammu & Kashmir,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,167,0,167,323,1,324,40,0,40,0,0,0,530,1,531
Jammu & Kashmir,12 - Theft (Section 379 to 382 IPC),2014,516,4,520,1005,6,1011,306,0,306,27,0,27,1854,10,1864
Jammu & Kashmir,12.1 - Auto Theft,2014,71,0,71,169,0,169,14,0,14,0,0,0,254,0,254
Jammu & Kashmir,12.2 - Other Thefts,2014,445,4,449,836,6,842,292,0,292,27,0,27,1600,10,1610
Jammu & Kashmir,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,1217,87,1304,3044,338,3382,710,57,767,19,1,20,4990,483,5473
Jammu & Kashmir,14.1 - Communal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.3 - Political,2014,2,0,2,151,0,151,0,0,0,0,0,0,153,0,153
Jammu & Kashmir,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.6 - Students,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,14.8 - Other Riots,2014,1215,87,1302,2893,338,3231,710,57,767,19,1,20,4837,483,5320
Jammu & Kashmir,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,32,1,33,105,0,105,11,0,11,0,0,0,148,1,149
Jammu & Kashmir,16 - Cheating (Section 420 IPC),2014,173,4,177,231,6,237,132,6,138,10,0,10,546,16,562
Jammu & Kashmir,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,5,0,5,8,1,9,2,0,2,0,0,0,15,1,16
Jammu & Kashmir,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,6,0,6,14,1,15,5,0,5,0,0,0,25,1,26
Jammu & Kashmir,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,6,0,6,14,1,15,5,0,5,0,0,0,25,1,26
Jammu & Kashmir,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,3,0,3,7,0,7,0,0,0,0,0,0,10,0,10
Jammu & Kashmir,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,3,0,3,6,1,7,5,0,5,0,0,0,14,1,15
Jammu & Kashmir,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Jammu & Kashmir,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,19 - Arson (Section 435-436 & 438 IPC),2014,38,2,40,119,3,122,11,0,11,0,0,0,168,5,173
Jammu & Kashmir,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,258,18,276,265,19,284,124,9,133,8,3,11,655,49,704
Jammu & Kashmir,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,258,18,276,265,19,284,124,9,133,8,3,11,655,49,704
Jammu & Kashmir,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,21 - Dowry Deaths (Section 304-B IPC),2014,10,0,10,4,0,4,0,0,0,0,0,0,14,0,14
Jammu & Kashmir,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,710,14,724,1277,48,1325,501,21,522,3,1,4,2491,84,2575
Jammu & Kashmir,22.1 - Sexual Harassment (Section 354A IPC),2014,68,3,71,261,5,266,14,4,18,3,1,4,346,13,359
Jammu & Kashmir,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,254,0,254,0,0,0,0,0,0,254,0,254
Jammu & Kashmir,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,22.4 - Stalking (Section 354D IPC),2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Jammu & Kashmir,22.5 - Others,2014,641,11,652,762,43,805,487,17,504,0,0,0,1890,71,1961
Jammu & Kashmir,23 - Insult to the Modesty of Women (Section 509 IPC),2014,150,4,154,112,3,115,14,0,14,0,0,0,276,7,283
Jammu & Kashmir,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,23.2 - Places related to work other than Office,2014,4,0,4,2,0,2,1,0,1,0,0,0,7,0,7
Jammu & Kashmir,23.3 - In Public Transport system,2014,0,0,0,6,1,7,1,0,1,0,0,0,7,1,8
Jammu & Kashmir,23.4 - in Other Places,2014,146,4,150,104,2,106,12,0,12,0,0,0,262,6,268
Jammu & Kashmir,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,356,34,390,436,41,477,80,30,110,7,1,8,879,106,985
Jammu & Kashmir,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,26 - Causing Death by Negligence (Section 304-A IPC),2014,291,0,291,320,0,320,93,0,93,0,0,0,704,0,704
Jammu & Kashmir,26.1 - Deaths due to negligent driving/act,2014,286,0,286,316,0,316,92,0,92,0,0,0,694,0,694
Jammu & Kashmir,26.2 - Deaths due to Other Causes,2014,5,0,5,4,0,4,1,0,1,0,0,0,10,0,10
Jammu & Kashmir,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,29 - Extortion (Section 384 - 389 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,1729,0,1729,2242,1,2243,720,0,720,2,0,2,4693,1,4694
Jammu & Kashmir,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,33 - Unnatural Offences U/s 377 IPC,2014,8,0,8,16,0,16,0,0,0,0,0,0,24,0,24
Jammu & Kashmir,34 - Other IPC crimes,2014,3970,451,4421,7441,573,8014,2008,154,2162,120,6,126,13539,1184,14723
Jammu & Kashmir,35 - Total Cognizable IPC crimes,2014,10575,645,11220,18555,1088,19643,5025,289,5314,286,12,298,34441,2034,36475
Jharkhand,1 - Murder (Section 302 IPC),2014,937,16,953,1451,30,1481,358,4,362,2,0,2,2748,50,2798
Jharkhand,2 - Attempt to commit Murder (Section 307 IPC),2014,404,10,414,516,13,529,114,1,115,2,0,2,1036,24,1060
Jharkhand,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,39,1,40,91,0,91,22,0,22,0,0,0,152,1,153
Jharkhand,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Jharkhand,5 - Rape (Section 376 IPC),2014,777,1,778,632,3,635,143,1,144,0,0,0,1552,5,1557
Jharkhand,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,5.2 - Rape other than Custodial,2014,777,1,778,632,3,635,143,1,144,0,0,0,1552,5,1557
Jharkhand,5.2.1 - Gang Rape,2014,44,0,44,24,0,24,5,0,5,0,0,0,73,0,73
Jharkhand,5.2.2 - Other Rape,2014,733,1,734,608,3,611,138,1,139,0,0,0,1479,5,1484
Jharkhand,6 - Attempt to commit Rape (Section 376/511 IPC),2014,129,0,129,43,1,44,5,0,5,0,0,0,177,1,178
Jharkhand,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,739,13,752,693,13,706,85,1,86,0,0,0,1517,27,1544
Jharkhand,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,47,0,47,82,1,83,2,0,2,0,0,0,131,1,132
Jharkhand,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,37,0,37,30,0,30,6,0,6,0,0,0,73,0,73
Jharkhand,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,17,0,17,50,0,50,3,0,3,0,0,0,70,0,70
Jharkhand,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,456,12,468,230,12,242,23,1,24,0,0,0,709,25,734
Jharkhand,7.5 - Other Kidnapping,2014,182,1,183,301,0,301,51,0,51,0,0,0,534,1,535
Jharkhand,"8 - Dacoity (Section 395,396-398 IPC)",2014,206,0,206,289,0,289,18,0,18,0,0,0,513,0,513
Jharkhand,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Jharkhand,8.2 - Other Dacoity,2014,206,0,206,285,0,285,18,0,18,0,0,0,509,0,509
Jharkhand,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,18,0,18,10,0,10,0,0,0,0,0,0,28,0,28
Jharkhand,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,473,0,473,494,0,494,16,0,16,0,0,0,983,0,983
Jharkhand,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,406,2,408,404,1,405,64,0,64,0,0,0,874,3,877
Jharkhand,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,246,2,248,311,1,312,27,0,27,0,0,0,584,3,587
Jharkhand,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,160,0,160,93,0,93,37,0,37,0,0,0,290,0,290
Jharkhand,12 - Theft (Section 379 to 382 IPC),2014,1979,33,2012,2072,29,2101,375,0,375,0,0,0,4426,62,4488
Jharkhand,12.1 - Auto Theft,2014,663,0,663,544,0,544,54,0,54,0,0,0,1261,0,1261
Jharkhand,12.2 - Other Thefts,2014,1316,33,1349,1528,29,1557,321,0,321,0,0,0,3165,62,3227
Jharkhand,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,86,2,88,68,0,68,19,0,19,0,0,0,173,2,175
Jharkhand,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,1191,93,1284,1837,148,1985,396,23,419,0,0,0,3424,264,3688
Jharkhand,14.1 - Communal,2014,84,10,94,153,17,170,5,5,10,0,0,0,242,32,274
Jharkhand,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,14.3 - Political,2014,2,0,2,22,0,22,0,0,0,0,0,0,24,0,24
Jharkhand,14.4 - Caste Conflict,2014,18,10,28,42,12,54,6,7,13,0,0,0,66,29,95
Jharkhand,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Jharkhand,14.4.2 - Other Caste Riots,2014,18,10,28,40,12,52,6,7,13,0,0,0,64,29,93
Jharkhand,14.5 - Agrarian,2014,3,0,3,5,5,10,0,0,0,0,0,0,8,5,13
Jharkhand,14.6 - Students,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,14.8 - Other Riots,2014,1084,73,1157,1615,114,1729,385,11,396,0,0,0,3084,198,3282
Jharkhand,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,300,1,301,606,7,613,136,2,138,0,0,0,1042,10,1052
Jharkhand,16 - Cheating (Section 420 IPC),2014,777,2,779,1620,15,1635,427,5,432,0,0,0,2824,22,2846
Jharkhand,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,87,1,88,172,1,173,39,0,39,0,0,0,298,2,300
Jharkhand,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,1,0,1,9,0,9,2,0,2,0,0,0,12,0,12
Jharkhand,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Jharkhand,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,1,0,1,8,0,8,2,0,2,0,0,0,11,0,11
Jharkhand,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,1,0,1,4,0,4,2,0,2,0,0,0,7,0,7
Jharkhand,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Jharkhand,19 - Arson (Section 435-436 & 438 IPC),2014,85,0,85,165,0,165,18,0,18,0,0,0,268,0,268
Jharkhand,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,968,51,1019,1105,67,1172,304,10,314,73,0,73,2450,128,2578
Jharkhand,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,965,51,1016,1105,67,1172,304,10,314,73,0,73,2447,128,2575
Jharkhand,20.2 - Acid attack (Section 326A IPC),2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Jharkhand,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Jharkhand,21 - Dowry Deaths (Section 304-B IPC),2014,137,7,144,274,14,288,54,9,63,2,1,3,467,31,498
Jharkhand,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,366,0,366,217,0,217,18,0,18,0,0,0,601,0,601
Jharkhand,22.1 - Sexual Harassment (Section 354A IPC),2014,117,0,117,114,0,114,3,0,3,0,0,0,234,0,234
Jharkhand,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,50,0,50,32,0,32,2,0,2,0,0,0,84,0,84
Jharkhand,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,22.4 - Stalking (Section 354D IPC),2014,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
Jharkhand,22.5 - Others,2014,195,0,195,71,0,71,13,0,13,0,0,0,279,0,279
Jharkhand,23 - Insult to the Modesty of Women (Section 509 IPC),2014,46,0,46,22,0,22,2,0,2,0,0,0,70,0,70
Jharkhand,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,23.4 - in Other Places,2014,46,0,46,22,0,22,2,0,2,0,0,0,70,0,70
Jharkhand,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,434,40,474,919,86,1005,181,90,271,3,2,5,1537,218,1755
Jharkhand,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Jharkhand,26 - Causing Death by Negligence (Section 304-A IPC),2014,766,0,766,1545,0,1545,304,0,304,0,0,0,2615,0,2615
Jharkhand,26.1 - Deaths due to negligent driving/act,2014,757,0,757,1487,0,1487,301,0,301,0,0,0,2545,0,2545
Jharkhand,26.2 - Deaths due to Other Causes,2014,9,0,9,58,0,58,3,0,3,0,0,0,70,0,70
Jharkhand,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,6,0,6,12,0,12,0,0,0,0,0,0,18,0,18
Jharkhand,27.1 - Sedition (Section 124A IPC),2014,6,0,6,12,0,12,0,0,0,0,0,0,18,0,18
Jharkhand,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,29 - Extortion (Section 384 - 389 IPC),2014,188,0,188,249,2,251,30,0,30,0,0,0,467,2,469
Jharkhand,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,778,3,781,1229,2,1231,215,0,215,6,0,6,2228,5,2233
Jharkhand,32 - Human Trafficking (Section 370 & 370A IPC),2014,46,3,49,55,5,60,5,0,5,0,0,0,106,8,114
Jharkhand,33 - Unnatural Offences U/s 377 IPC,2014,4,0,4,6,0,6,0,0,0,0,0,0,10,0,10
Jharkhand,34 - Other IPC crimes,2014,7853,331,8184,12562,810,13372,3077,221,3298,62,4,66,23554,1366,24920
Jharkhand,35 - Total Cognizable IPC crimes,2014,20229,610,20839,29369,1247,30616,6427,367,6794,150,7,157,56175,2231,58406
Karnataka,1 - Murder (Section 302 IPC),2014,1422,99,1521,1156,158,1314,447,56,503,39,11,50,3064,324,3388
Karnataka,2 - Attempt to commit Murder (Section 307 IPC),2014,2717,117,2834,1995,201,2196,957,89,1046,99,13,112,5768,420,6188
Karnataka,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,35,2,37,76,2,78,10,0,10,1,0,1,122,4,126
Karnataka,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,82,3,85,52,0,52,22,0,22,1,0,1,157,3,160
Karnataka,5 - Rape (Section 376 IPC),2014,1210,19,1229,537,29,566,105,13,118,9,1,10,1861,62,1923
Karnataka,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,5.2 - Rape other than Custodial,2014,1210,19,1229,537,29,566,105,13,118,9,1,10,1861,62,1923
Karnataka,5.2.1 - Gang Rape,2014,66,0,66,9,0,9,0,0,0,0,0,0,75,0,75
Karnataka,5.2.2 - Other Rape,2014,1144,19,1163,528,29,557,105,13,118,9,1,10,1786,62,1848
Karnataka,6 - Attempt to commit Rape (Section 376/511 IPC),2014,23,0,23,4,0,4,0,0,0,0,0,0,27,0,27
Karnataka,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1109,16,1125,679,20,699,104,9,113,17,0,17,1909,45,1954
Karnataka,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,311,4,315,204,4,208,15,1,16,1,0,1,531,9,540
