area_name,year,group_name,sub_group_name,cases_registered_under_human_rights_violations,policemen_chargesheeted,policemen_convicted
Arunachal Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Assam,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Bihar,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Chhattisgarh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Gujarat,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,10,10,0
Haryana,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Himachal Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Jammu & Kashmir,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Karnataka,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Kerala,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Madhya Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Maharashtra,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1,0,0
Manipur,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Meghalaya,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Mizoram,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Nagaland,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Odisha,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Tamil Nadu,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Tripura,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
West Bengal,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Andhra Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Arunachal Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Assam,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Bihar,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Chhattisgarh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1,0,0
Gujarat,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Haryana,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Himachal Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Jammu & Kashmir,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Karnataka,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Maharashtra,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Manipur,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Meghalaya,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Mizoram,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Nagaland,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Odisha,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
West Bengal,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Andhra Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Arunachal Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Assam,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Bihar,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Chandigarh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Chhattisgarh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Gujarat,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Haryana,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Himachal Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Jammu & Kashmir,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Karnataka,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Maharashtra,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Manipur,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Meghalaya,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Nagaland,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Odisha,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,6,0,0
Tamil Nadu,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
West Bengal,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Andhra Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Arunachal Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Bihar,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Chhattisgarh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Gujarat,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Himachal Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Jammu & Kashmir,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Karnataka,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Maharashtra,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1,0,0
Manipur,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Meghalaya,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Nagaland,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Odisha,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,5,1,0
West Bengal,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0,0,0
Andhra Pradesh,2001,HR_Others Violations by Police,11. Others,18,12,0
Arunachal Pradesh,2001,HR_Others Violations by Police,11. Others,10,5,0
Assam,2001,HR_Others Violations by Police,11. Others,29,0,0
Bihar,2001,HR_Others Violations by Police,11. Others,0,0,0
Chandigarh,2001,HR_Others Violations by Police,11. Others,1,0,0
Chhattisgarh,2001,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2001,HR_Others Violations by Police,11. Others,12,8,0
Haryana,2001,HR_Others Violations by Police,11. Others,1,1,0
Himachal Pradesh,2001,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2001,HR_Others Violations by Police,11. Others,0,0,0
Jharkhand,2001,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2001,HR_Others Violations by Police,11. Others,0,0,0
Madhya Pradesh,2001,HR_Others Violations by Police,11. Others,1,1,
Maharashtra,2001,HR_Others Violations by Police,11. Others,7,6,0
Meghalaya,2001,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2001,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2001,HR_Others Violations by Police,11. Others,0,0,0
Punjab,2001,HR_Others Violations by Police,11. Others,8,5,0
Uttar Pradesh,2001,HR_Others Violations by Police,11. Others,7,17,
West Bengal,2001,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2002,HR_Others Violations by Police,11. Others,9,4,0
Assam,2002,HR_Others Violations by Police,11. Others,0,0,0
Bihar,2002,HR_Others Violations by Police,11. Others,0,0,0
Chandigarh,2002,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2002,HR_Others Violations by Police,11. Others,0,0,0
Daman & Diu,2002,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2002,HR_Others Violations by Police,11. Others,14,12,0
Haryana,2002,HR_Others Violations by Police,11. Others,1,1,0
Himachal Pradesh,2002,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2002,HR_Others Violations by Police,11. Others,4,2,0
Karnataka,2002,HR_Others Violations by Police,11. Others,1,0,0
Madhya Pradesh,2002,HR_Others Violations by Police,11. Others,1,0,0
Maharashtra,2002,HR_Others Violations by Police,11. Others,6,3,0
Meghalaya,2002,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2002,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2002,HR_Others Violations by Police,11. Others,0,0,0
Punjab,2002,HR_Others Violations by Police,11. Others,0,0,0
Rajasthan,2002,HR_Others Violations by Police,11. Others,2,,
Uttar Pradesh,2002,HR_Others Violations by Police,11. Others,3,4,
West Bengal,2002,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2003,HR_Others Violations by Police,11. Others,3,2,0
Arunachal Pradesh,2003,HR_Others Violations by Police,11. Others,4,0,0
Assam,2003,HR_Others Violations by Police,11. Others,0,0,0
Bihar,2003,HR_Others Violations by Police,11. Others,0,0,0
Chandigarh,2003,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2003,HR_Others Violations by Police,11. Others,7,0,7
Daman & Diu,2003,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2003,HR_Others Violations by Police,11. Others,15,5,0
Haryana,2003,HR_Others Violations by Police,11. Others,2,0,0
Himachal Pradesh,2003,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2003,HR_Others Violations by Police,11. Others,1,0,0
Karnataka,2003,HR_Others Violations by Police,11. Others,4,0,0
Maharashtra,2003,HR_Others Violations by Police,11. Others,1,1,0
Meghalaya,2003,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2003,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2003,HR_Others Violations by Police,11. Others,0,0,0
Puducherry,2003,HR_Others Violations by Police,11. Others,1,,
Punjab,2003,HR_Others Violations by Police,11. Others,0,0,0
Rajasthan,2003,HR_Others Violations by Police,11. Others,1,,
West Bengal,2003,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2004,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2004,HR_Others Violations by Police,11. Others,2,0,0
Bihar,2004,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2004,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2004,HR_Others Violations by Police,11. Others,6,3,0
Himachal Pradesh,2004,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2004,HR_Others Violations by Police,11. Others,1,,
Karnataka,2004,HR_Others Violations by Police,11. Others,0,0,0
Madhya Pradesh,2004,HR_Others Violations by Police,11. Others,0,0,0
Maharashtra,2004,HR_Others Violations by Police,11. Others,1,6,0
Manipur,2004,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2004,HR_Others Violations by Police,11. Others,0,0,0
Mizoram,2004,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2004,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2004,HR_Others Violations by Police,11. Others,0,0,0
Punjab,2004,HR_Others Violations by Police,11. Others,0,0,0
Tamil Nadu,2004,HR_Others Violations by Police,11. Others,0,0,0
West Bengal,2004,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2005,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2005,HR_Others Violations by Police,11. Others,0,0,0
Assam,2005,HR_Others Violations by Police,11. Others,0,0,0
Chandigarh,2005,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2005,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2005,HR_Others Violations by Police,11. Others,11,10,0
Haryana,2005,HR_Others Violations by Police,11. Others,0,0,0
Himachal Pradesh,2005,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2005,HR_Others Violations by Police,11. Others,0,0,0
Jharkhand,2005,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2005,HR_Others Violations by Police,11. Others,1,2,0
Madhya Pradesh,2005,HR_Others Violations by Police,11. Others,0,0,0
Maharashtra,2005,HR_Others Violations by Police,11. Others,0,0,0
Manipur,2005,HR_Others Violations by Police,11. Others,1,0,0
Meghalaya,2005,HR_Others Violations by Police,11. Others,0,0,0
Mizoram,2005,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2005,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2005,HR_Others Violations by Police,11. Others,0,0,0
Punjab,2005,HR_Others Violations by Police,11. Others,0,0,0
Tamil Nadu,2005,HR_Others Violations by Police,11. Others,2,1,
Uttar Pradesh,2005,HR_Others Violations by Police,11. Others,0,0,0
West Bengal,2005,HR_Others Violations by Police,11. Others,4,3,0
Andhra Pradesh,2006,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2006,HR_Others Violations by Police,11. Others,0,0,0
Assam,2006,HR_Others Violations by Police,11. Others,0,0,0
Chandigarh,2006,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2006,HR_Others Violations by Police,11. Others,0,0,0
Goa,2006,HR_Others Violations by Police,11. Others,1,1,
Gujarat,2006,HR_Others Violations by Police,11. Others,14,12,0
Himachal Pradesh,2006,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2006,HR_Others Violations by Police,11. Others,2,2,0
Jharkhand,2006,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2006,HR_Others Violations by Police,11. Others,0,0,0
Kerala,2006,HR_Others Violations by Police,11. Others,1,,
Madhya Pradesh,2006,HR_Others Violations by Police,11. Others,0,0,0
Manipur,2006,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2006,HR_Others Violations by Police,11. Others,0,0,0
Mizoram,2006,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2006,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2006,HR_Others Violations by Police,11. Others,0,0,0
Tamil Nadu,2006,HR_Others Violations by Police,11. Others,0,,
Uttar Pradesh,2006,HR_Others Violations by Police,11. Others,0,0,0
West Bengal,2006,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2007,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2007,HR_Others Violations by Police,11. Others,0,0,0
Assam,2007,HR_Others Violations by Police,11. Others,0,0,0
Bihar,2007,HR_Others Violations by Police,11. Others,1,0,0
Chhattisgarh,2007,HR_Others Violations by Police,11. Others,0,0,0
Gujarat,2007,HR_Others Violations by Police,11. Others,10,9,0
Haryana,2007,HR_Others Violations by Police,11. Others,0,0,0
Himachal Pradesh,2007,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2007,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2007,HR_Others Violations by Police,11. Others,2,0,0
Kerala,2007,HR_Others Violations by Police,11. Others,1,0,0
Madhya Pradesh,2007,HR_Others Violations by Police,11. Others,0,0,0
Maharashtra,2007,HR_Others Violations by Police,11. Others,0,0,0
Manipur,2007,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2007,HR_Others Violations by Police,11. Others,0,0,0
Mizoram,2007,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2007,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2007,HR_Others Violations by Police,11. Others,0,0,0
Tamil Nadu,2007,HR_Others Violations by Police,11. Others,0,0,0
Tripura,2007,HR_Others Violations by Police,11. Others,0,0,0
Uttar Pradesh,2007,HR_Others Violations by Police,11. Others,4,,
West Bengal,2007,HR_Others Violations by Police,11. Others,2,0,0
Andhra Pradesh,2008,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2008,HR_Others Violations by Police,11. Others,0,0,0
Assam,2008,HR_Others Violations by Police,11. Others,0,0,0
Bihar,2008,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2008,HR_Others Violations by Police,11. Others,65,1,4
Gujarat,2008,HR_Others Violations by Police,11. Others,6,6,0
Haryana,2008,HR_Others Violations by Police,11. Others,0,0,0
Himachal Pradesh,2008,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2008,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2008,HR_Others Violations by Police,11. Others,1,0,0
Maharashtra,2008,HR_Others Violations by Police,11. Others,2,2,0
Manipur,2008,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2008,HR_Others Violations by Police,11. Others,0,0,0
Mizoram,2008,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2008,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2008,HR_Others Violations by Police,11. Others,0,0,0
West Bengal,2008,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2009,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2009,HR_Others Violations by Police,11. Others,0,0,0
Assam,2009,HR_Others Violations by Police,11. Others,96,0,0
Bihar,2009,HR_Others Violations by Police,11. Others,9,5,4
Chandigarh,2009,HR_Others Violations by Police,11. Others,0,0,0
Chhattisgarh,2009,HR_Others Violations by Police,11. Others,51,51,43
Gujarat,2009,HR_Others Violations by Police,11. Others,2,0,0
Haryana,2009,HR_Others Violations by Police,11. Others,0,0,0
Himachal Pradesh,2009,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2009,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2009,HR_Others Violations by Police,11. Others,0,0,0
Maharashtra,2009,HR_Others Violations by Police,11. Others,4,4,0
Manipur,2009,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2009,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2009,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2009,HR_Others Violations by Police,11. Others,0,0,0
Tamil Nadu,2009,HR_Others Violations by Police,11. Others,0,0,0
West Bengal,2009,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2010,HR_Others Violations by Police,11. Others,0,0,0
Arunachal Pradesh,2010,HR_Others Violations by Police,11. Others,0,0,0
Bihar,2010,HR_Others Violations by Police,11. Others,9,5,4
Chhattisgarh,2010,HR_Others Violations by Police,11. Others,0,0,0
Goa,2010,HR_Others Violations by Police,11. Others,1,,
Gujarat,2010,HR_Others Violations by Police,11. Others,7,2,0
Himachal Pradesh,2010,HR_Others Violations by Police,11. Others,0,0,0
Jammu & Kashmir,2010,HR_Others Violations by Police,11. Others,0,0,0
Karnataka,2010,HR_Others Violations by Police,11. Others,0,0,0
Maharashtra,2010,HR_Others Violations by Police,11. Others,0,0,0
Manipur,2010,HR_Others Violations by Police,11. Others,0,0,0
Meghalaya,2010,HR_Others Violations by Police,11. Others,0,0,0
Nagaland,2010,HR_Others Violations by Police,11. Others,0,0,0
Odisha,2010,HR_Others Violations by Police,11. Others,0,0,0
Uttar Pradesh,2010,HR_Others Violations by Police,11. Others,2,0,0
West Bengal,2010,HR_Others Violations by Police,11. Others,0,0,0
Andhra Pradesh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),45,29,2
Arunachal Pradesh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),11,6,0
Assam,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),35,0,0
Bihar,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chandigarh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Chhattisgarh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Delhi,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,4,
Gujarat,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),12,8,0
Haryana,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,5,0
Himachal Pradesh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jharkhand,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,0
Karnataka,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),15,5,0
Madhya Pradesh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),4,4,
Maharashtra,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),13,8,0
Meghalaya,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,4,0
Punjab,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),11,5,
Rajasthan,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),4,3,
Uttar Pradesh,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),15,53,
Uttarakhand,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
West Bengal,2001,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Andhra Pradesh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),26,14,0
Assam,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,2,0
Bihar,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chandigarh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,3,0
Daman & Diu,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Gujarat,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),14,12,0
Haryana,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,0
Himachal Pradesh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,2,0
Karnataka,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),5,0,0
Madhya Pradesh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Maharashtra,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),10,9,0
Meghalaya,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),7,2,0
Punjab,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Rajasthan,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,1,
Tamil Nadu,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),6,6,
Uttar Pradesh,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),9,7,
West Bengal,2002,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Andhra Pradesh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),22,10,0
Arunachal Pradesh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),7,0,0
Assam,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Bihar,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,0,0
Chandigarh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),7,0,7
Daman & Diu,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Gujarat,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),16,6,0
Haryana,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,0,0
Himachal Pradesh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Karnataka,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),12,2,0
Madhya Pradesh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,3,3
Maharashtra,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,2,0
Meghalaya,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),4,0,0
Puducherry,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Punjab,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Rajasthan,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Tamil Nadu,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
Uttar Pradesh,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,,
West Bengal,2003,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Andhra Pradesh,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),20,2,0
Arunachal Pradesh,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),2,0,0
Bihar,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,3,0
Chhattisgarh,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Gujarat,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),8,6,0
Himachal Pradesh,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,1,
Karnataka,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Madhya Pradesh,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Maharashtra,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,7,0
Manipur,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Meghalaya,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Mizoram,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Nagaland,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Odisha,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),4,2,0
Punjab,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Tamil Nadu,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,1,0
West Bengal,2004,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Andhra Pradesh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Arunachal Pradesh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Assam,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Chandigarh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Chhattisgarh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Gujarat,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),11,10,0
Haryana,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Himachal Pradesh,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jammu & Kashmir,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),0,0,0
Jharkhand,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,0,0
Karnataka,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),1,2,0
Kerala,2005,HR_Total Violations by Police,12. Total (Sum of 1-11 Above),3,,
