area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
Odisha,2008,TVC- Rape,04. Rape,0,645,645
Puducherry,2008,TVC- Rape,04. Rape,,2,2
Punjab,2008,TVC- Rape,04. Rape,,439,439
Rajasthan,2008,TVC- Rape,04. Rape,1,662,663
Sikkim,2008,TVC- Rape,04. Rape,,7,7
Tamil Nadu,2008,TVC- Rape,04. Rape,0,432,432
Tripura,2008,TVC- Rape,04. Rape,,84,84
Uttar Pradesh,2008,TVC- Rape,04. Rape,,1374,1374
Uttarakhand,2008,TVC- Rape,04. Rape,,107,107
West Bengal,2008,TVC- Rape,04. Rape,0,905,905
Andaman & Nicobar Islands,2009,TVC- Rape,04. Rape,,3,3
Andhra Pradesh,2009,TVC- Rape,04. Rape,0,967,967
Arunachal Pradesh,2009,TVC- Rape,04. Rape,0,5,5
Assam,2009,TVC- Rape,04. Rape,13,486,499
Bihar,2009,TVC- Rape,04. Rape,0,738,738
Chandigarh,2009,TVC- Rape,04. Rape,0,28,28
Chhattisgarh,2009,TVC- Rape,04. Rape,219,612,831
Dadra & Nagar Haveli,2009,TVC- Rape,04. Rape,,2,2
Delhi,2009,TVC- Rape,04. Rape,,376,376
Goa,2009,TVC- Rape,04. Rape,,25,25
Gujarat,2009,TVC- Rape,04. Rape,4,179,183
Haryana,2009,TVC- Rape,04. Rape,0,475,475
Himachal Pradesh,2009,TVC- Rape,04. Rape,0,118,118
Jammu & Kashmir,2009,TVC- Rape,04. Rape,0,206,206
Jharkhand,2009,TVC- Rape,04. Rape,2,720,722
Karnataka,2009,TVC- Rape,04. Rape,109,233,342
Kerala,2009,TVC- Rape,04. Rape,,336,336
Madhya Pradesh,2009,TVC- Rape,04. Rape,0,2278,2278
Maharashtra,2009,TVC- Rape,04. Rape,1,952,953
Manipur,2009,TVC- Rape,04. Rape,0,0,0
Meghalaya,2009,TVC- Rape,04. Rape,0,23,23
Mizoram,2009,TVC- Rape,04. Rape,54,12,66
Nagaland,2009,TVC- Rape,04. Rape,3,8,11
Odisha,2009,TVC- Rape,04. Rape,0,673,673
Puducherry,2009,TVC- Rape,04. Rape,,6,6
Punjab,2009,TVC- Rape,04. Rape,,465,465
Sikkim,2009,TVC- Rape,04. Rape,,17,17
Tamil Nadu,2009,TVC- Rape,04. Rape,4,402,406
Tripura,2009,TVC- Rape,04. Rape,2,94,96
Uttar Pradesh,2009,TVC- Rape,04. Rape,,1353,1353
Uttarakhand,2009,TVC- Rape,04. Rape,,94,94
West Bengal,2009,TVC- Rape,04. Rape,15,846,861
Andhra Pradesh,2010,TVC- Rape,04. Rape,0,1031,1031
Arunachal Pradesh,2010,TVC- Rape,04. Rape,0,6,6
Assam,2010,TVC- Rape,04. Rape,21,505,526
Bihar,2010,TVC- Rape,04. Rape,,873,873
Chandigarh,2010,TVC- Rape,04. Rape,0,31,31
Chhattisgarh,2010,TVC- Rape,04. Rape,204,621,825
Dadra & Nagar Haveli,2010,TVC- Rape,04. Rape,,4,4
Delhi,2010,TVC- Rape,04. Rape,,407,407
Goa,2010,TVC- Rape,04. Rape,0,27,27
Gujarat,2010,TVC- Rape,04. Rape,7,180,187
Haryana,2010,TVC- Rape,04. Rape,,456,456
Himachal Pradesh,2010,TVC- Rape,04. Rape,0,110,110
Jammu & Kashmir,2010,TVC- Rape,04. Rape,0,143,143
Jharkhand,2010,TVC- Rape,04. Rape,1,595,596
Karnataka,2010,TVC- Rape,04. Rape,4,346,350
Kerala,2010,TVC- Rape,04. Rape,0,256,256
Madhya Pradesh,2010,TVC- Rape,04. Rape,,2751,2751
Maharashtra,2010,TVC- Rape,04. Rape,4,1044,1048
Manipur,2010,TVC- Rape,04. Rape,0,3,3
Meghalaya,2010,TVC- Rape,04. Rape,0,9,9
Mizoram,2010,TVC- Rape,04. Rape,11,76,87
Nagaland,2010,TVC- Rape,04. Rape,8,11,19
Odisha,2010,TVC- Rape,04. Rape,0,666,666
Puducherry,2010,TVC- Rape,04. Rape,,1,1
Punjab,2010,TVC- Rape,04. Rape,,490,490
Rajasthan,2010,TVC- Rape,04. Rape,,656,656
Sikkim,2010,TVC- Rape,04. Rape,,3,3
Tamil Nadu,2010,TVC- Rape,04. Rape,11,421,432
Tripura,2010,TVC- Rape,04. Rape,,112,112
Uttar Pradesh,2010,TVC- Rape,04. Rape,,1392,1392
Uttarakhand,2010,TVC- Rape,04. Rape,,111,111
West Bengal,2010,TVC- Rape,04. Rape,13,642,655
Andaman & Nicobar Islands,2001,TVC- Riots,09. Riots,,5,5
Andhra Pradesh,2001,TVC- Riots,09. Riots,32,2182,2214
Arunachal Pradesh,2001,TVC- Riots,09. Riots,0,2,2
Assam,2001,TVC- Riots,09. Riots,51,1412,1463
Bihar,2001,TVC- Riots,09. Riots,0,4879,4879
Chandigarh,2001,TVC- Riots,09. Riots,0,48,48
Chhattisgarh,2001,TVC- Riots,09. Riots,126,118,244
Dadra & Nagar Haveli,2001,TVC- Riots,09. Riots,,21,21
Delhi,2001,TVC- Riots,09. Riots,9,28,37
Goa,2001,TVC- Riots,09. Riots,,293,293
Gujarat,2001,TVC- Riots,09. Riots,2,910,912
Haryana,2001,TVC- Riots,09. Riots,27,833,860
Himachal Pradesh,2001,TVC- Riots,09. Riots,0,356,356
Jammu & Kashmir,2001,TVC- Riots,09. Riots,0,305,305
Jharkhand,2001,TVC- Riots,09. Riots,19,1500,1519
Karnataka,2001,TVC- Riots,09. Riots,23,5476,5499
Kerala,2001,TVC- Riots,09. Riots,143,3530,3673
Lakshadweep,2001,TVC- Riots,09. Riots,,1,1
Madhya Pradesh,2001,TVC- Riots,09. Riots,,1595,1595
Maharashtra,2001,TVC- Riots,09. Riots,122,3098,3220
Meghalaya,2001,TVC- Riots,09. Riots,0,8,8
Mizoram,2001,TVC- Riots,09. Riots,0,2,2
Nagaland,2001,TVC- Riots,09. Riots,2,0,2
Odisha,2001,TVC- Riots,09. Riots,0,1367,1367
Puducherry,2001,TVC- Riots,09. Riots,,36,36
Rajasthan,2001,TVC- Riots,09. Riots,,9757,9757
Sikkim,2001,TVC- Riots,09. Riots,4,8,12
Tamil Nadu,2001,TVC- Riots,09. Riots,203,3698,3901
Tripura,2001,TVC- Riots,09. Riots,,81,81
Uttar Pradesh,2001,TVC- Riots,09. Riots,28,4317,4345
Uttarakhand,2001,TVC- Riots,09. Riots,34,146,180
West Bengal,2001,TVC- Riots,09. Riots,1,1770,1771
Andaman & Nicobar Islands,2002,TVC- Riots,09. Riots,0,4,4
Andhra Pradesh,2002,TVC- Riots,09. Riots,0,2061,2061
Arunachal Pradesh,2002,TVC- Riots,09. Riots,,1,1
Assam,2002,TVC- Riots,09. Riots,25,1341,1366
Bihar,2002,TVC- Riots,09. Riots,2,4591,4593
Chandigarh,2002,TVC- Riots,09. Riots,0,46,46
Chhattisgarh,2002,TVC- Riots,09. Riots,406,712,1118
Dadra & Nagar Haveli,2002,TVC- Riots,09. Riots,,26,26
Daman & Diu,2002,TVC- Riots,09. Riots,0,11,11
Delhi,2002,TVC- Riots,09. Riots,0,59,59
Goa,2002,TVC- Riots,09. Riots,,123,123
Gujarat,2002,TVC- Riots,09. Riots,8,818,826
Haryana,2002,TVC- Riots,09. Riots,4,509,513
Himachal Pradesh,2002,TVC- Riots,09. Riots,7,273,280
Jammu & Kashmir,2002,TVC- Riots,09. Riots,0,353,353
Jharkhand,2002,TVC- Riots,09. Riots,,1689,1689
Karnataka,2002,TVC- Riots,09. Riots,0,4532,4532
Kerala,2002,TVC- Riots,09. Riots,44,3696,3740
Lakshadweep,2002,TVC- Riots,09. Riots,0,2,2
Madhya Pradesh,2002,TVC- Riots,09. Riots,186,1395,1581
Maharashtra,2002,TVC- Riots,09. Riots,111,3289,3400
Manipur,2002,TVC- Riots,09. Riots,,1,1
Meghalaya,2002,TVC- Riots,09. Riots,0,8,8
Nagaland,2002,TVC- Riots,09. Riots,0,1,1
Odisha,2002,TVC- Riots,09. Riots,0,881,881
Puducherry,2002,TVC- Riots,09. Riots,118,139,257
Punjab,2002,TVC- Riots,09. Riots,0,0,0
Rajasthan,2002,TVC- Riots,09. Riots,54,9223,9277
Sikkim,2002,TVC- Riots,09. Riots,,24,24
Tamil Nadu,2002,TVC- Riots,09. Riots,257,4036,4293
Tripura,2002,TVC- Riots,09. Riots,,121,121
Uttar Pradesh,2002,TVC- Riots,09. Riots,24,4235,4259
Uttarakhand,2002,TVC- Riots,09. Riots,48,107,155
West Bengal,2002,TVC- Riots,09. Riots,0,2580,2580
Andaman & Nicobar Islands,2003,TVC- Riots,09. Riots,0,6,6
Andhra Pradesh,2003,TVC- Riots,09. Riots,0,1390,1390
Arunachal Pradesh,2003,TVC- Riots,09. Riots,0,0,0
Assam,2003,TVC- Riots,09. Riots,14,1658,1672
Bihar,2003,TVC- Riots,09. Riots,0,5585,5585
Chandigarh,2003,TVC- Riots,09. Riots,0,29,29
Chhattisgarh,2003,TVC- Riots,09. Riots,0,275,275
Dadra & Nagar Haveli,2003,TVC- Riots,09. Riots,,5,5
Daman & Diu,2003,TVC- Riots,09. Riots,0,6,6
Delhi,2003,TVC- Riots,09. Riots,,60,60
Goa,2003,TVC- Riots,09. Riots,,54,54
Gujarat,2003,TVC- Riots,09. Riots,11,969,980
Haryana,2003,TVC- Riots,09. Riots,2,570,572
Himachal Pradesh,2003,TVC- Riots,09. Riots,22,276,298
Jammu & Kashmir,2003,TVC- Riots,09. Riots,0,389,389
Jharkhand,2003,TVC- Riots,09. Riots,0,1600,1600
Karnataka,2003,TVC- Riots,09. Riots,14,4470,4484
Kerala,2003,TVC- Riots,09. Riots,76,4006,4082
Lakshadweep,2003,TVC- Riots,09. Riots,0,2,2
Madhya Pradesh,2003,TVC- Riots,09. Riots,,1434,1434
Maharashtra,2003,TVC- Riots,09. Riots,124,3360,3484
Meghalaya,2003,TVC- Riots,09. Riots,0,0,0
Nagaland,2003,TVC- Riots,09. Riots,0,0,0
Odisha,2003,TVC- Riots,09. Riots,0,1445,1445
Puducherry,2003,TVC- Riots,09. Riots,67,16,83
Punjab,2003,TVC- Riots,09. Riots,0,9,9
Rajasthan,2003,TVC- Riots,09. Riots,36,5478,5514
Sikkim,2003,TVC- Riots,09. Riots,,10,10
Tamil Nadu,2003,TVC- Riots,09. Riots,395,4303,4698
Tripura,2003,TVC- Riots,09. Riots,,113,113
Uttar Pradesh,2003,TVC- Riots,09. Riots,38,2987,3025
Uttarakhand,2003,TVC- Riots,09. Riots,23,158,181
West Bengal,2003,TVC- Riots,09. Riots,2,2773,2775
Andaman & Nicobar Islands,2004,TVC- Riots,09. Riots,,9,9
Andhra Pradesh,2004,TVC- Riots,09. Riots,0,1450,1450
Arunachal Pradesh,2004,TVC- Riots,09. Riots,0,5,5
Assam,2004,TVC- Riots,09. Riots,56,2190,2246
Bihar,2004,TVC- Riots,09. Riots,0,5398,5398
Chandigarh,2004,TVC- Riots,09. Riots,0,52,52
Chhattisgarh,2004,TVC- Riots,09. Riots,51,220,271
Dadra & Nagar Haveli,2004,TVC- Riots,09. Riots,,11,11
Daman & Diu,2004,TVC- Riots,09. Riots,,11,11
Delhi,2004,TVC- Riots,09. Riots,,232,232
Goa,2004,TVC- Riots,09. Riots,,58,58
Gujarat,2004,TVC- Riots,09. Riots,2,927,929
Haryana,2004,TVC- Riots,09. Riots,2,565,567
Himachal Pradesh,2004,TVC- Riots,09. Riots,0,843,843
Jammu & Kashmir,2004,TVC- Riots,09. Riots,4,523,527
Jharkhand,2004,TVC- Riots,09. Riots,,1600,1600
Karnataka,2004,TVC- Riots,09. Riots,14,4754,4768
Kerala,2004,TVC- Riots,09. Riots,70,4556,4626
Madhya Pradesh,2004,TVC- Riots,09. Riots,,1519,1519
Maharashtra,2004,TVC- Riots,09. Riots,32,2754,2786
Manipur,2004,TVC- Riots,09. Riots,0,0,0
Meghalaya,2004,TVC- Riots,09. Riots,0,0,0
Mizoram,2004,TVC- Riots,09. Riots,0,0,0
Nagaland,2004,TVC- Riots,09. Riots,1,15,16
Odisha,2004,TVC- Riots,09. Riots,0,1334,1334
Puducherry,2004,TVC- Riots,09. Riots,,190,190
Punjab,2004,TVC- Riots,09. Riots,0,0,0
Rajasthan,2004,TVC- Riots,09. Riots,32,4476,4508
Sikkim,2004,TVC- Riots,09. Riots,,8,8
Tamil Nadu,2004,TVC- Riots,09. Riots,68,3975,4043
Tripura,2004,TVC- Riots,09. Riots,,38,38
Uttar Pradesh,2004,TVC- Riots,09. Riots,17,2564,2581
Uttarakhand,2004,TVC- Riots,09. Riots,,119,119
West Bengal,2004,TVC- Riots,09. Riots,1,1312,1313
Andaman & Nicobar Islands,2005,TVC- Riots,09. Riots,,6,6
Andhra Pradesh,2005,TVC- Riots,09. Riots,0,1350,1350
Arunachal Pradesh,2005,TVC- Riots,09. Riots,0,3,3
Assam,2005,TVC- Riots,09. Riots,18,1635,1653
Bihar,2005,TVC- Riots,09. Riots,0,5305,5305
Chandigarh,2005,TVC- Riots,09. Riots,0,21,21
Chhattisgarh,2005,TVC- Riots,09. Riots,78,188,266
Dadra & Nagar Haveli,2005,TVC- Riots,09. Riots,,12,12
Daman & Diu,2005,TVC- Riots,09. Riots,,9,9
Delhi,2005,TVC- Riots,09. Riots,,49,49
Goa,2005,TVC- Riots,09. Riots,,29,29
Gujarat,2005,TVC- Riots,09. Riots,13,743,756
Haryana,2005,TVC- Riots,09. Riots,0,771,771
Himachal Pradesh,2005,TVC- Riots,09. Riots,0,387,387
Jammu & Kashmir,2005,TVC- Riots,09. Riots,0,572,572
Jharkhand,2005,TVC- Riots,09. Riots,42,1567,1609
Karnataka,2005,TVC- Riots,09. Riots,2,5057,5059
Kerala,2005,TVC- Riots,09. Riots,,5236,5236
Madhya Pradesh,2005,TVC- Riots,09. Riots,,1724,1724
Maharashtra,2005,TVC- Riots,09. Riots,18,3021,3039
Manipur,2005,TVC- Riots,09. Riots,0,0,0
Meghalaya,2005,TVC- Riots,09. Riots,0,7,7
Mizoram,2005,TVC- Riots,09. Riots,1,3,4
Nagaland,2005,TVC- Riots,09. Riots,0,4,4
Odisha,2005,TVC- Riots,09. Riots,0,944,944
Puducherry,2005,TVC- Riots,09. Riots,,120,120
Punjab,2005,TVC- Riots,09. Riots,0,0,0
Rajasthan,2005,TVC- Riots,09. Riots,28,4166,4194
Sikkim,2005,TVC- Riots,09. Riots,,3,3
Tamil Nadu,2005,TVC- Riots,09. Riots,88,3679,3767
Tripura,2005,TVC- Riots,09. Riots,,118,118
Uttar Pradesh,2005,TVC- Riots,09. Riots,0,2904,2904
Uttarakhand,2005,TVC- Riots,09. Riots,,222,222
West Bengal,2005,TVC- Riots,09. Riots,2,1408,1410
Andaman & Nicobar Islands,2006,TVC- Riots,09. Riots,,2,2
Andhra Pradesh,2006,TVC- Riots,09. Riots,0,1566,1566
Arunachal Pradesh,2006,TVC- Riots,09. Riots,0,8,8
Assam,2006,TVC- Riots,09. Riots,24,1699,1723
Bihar,2006,TVC- Riots,09. Riots,161,5256,5417
Chandigarh,2006,TVC- Riots,09. Riots,0,36,36
Chhattisgarh,2006,TVC- Riots,09. Riots,112,162,274
Dadra & Nagar Haveli,2006,TVC- Riots,09. Riots,0,19,19
Daman & Diu,2006,TVC- Riots,09. Riots,0,12,12
Delhi,2006,TVC- Riots,09. Riots,,64,64
Goa,2006,TVC- Riots,09. Riots,,19,19
Gujarat,2006,TVC- Riots,09. Riots,24,972,996
Haryana,2006,TVC- Riots,09. Riots,,521,521
Himachal Pradesh,2006,TVC- Riots,09. Riots,0,279,279
Jammu & Kashmir,2006,TVC- Riots,09. Riots,0,642,642
Jharkhand,2006,TVC- Riots,09. Riots,2,1893,1895
Karnataka,2006,TVC- Riots,09. Riots,2,4830,4832
Kerala,2006,TVC- Riots,09. Riots,,5584,5584
Lakshadweep,2006,TVC- Riots,09. Riots,0,0,0
Madhya Pradesh,2006,TVC- Riots,09. Riots,,1911,1911
Maharashtra,2006,TVC- Riots,09. Riots,8,3273,3281
Manipur,2006,TVC- Riots,09. Riots,0,0,0
Meghalaya,2006,TVC- Riots,09. Riots,0,3,3
Mizoram,2006,TVC- Riots,09. Riots,0,21,21
Nagaland,2006,TVC- Riots,09. Riots,0,0,0
Odisha,2006,TVC- Riots,09. Riots,0,847,847
Puducherry,2006,TVC- Riots,09. Riots,,196,196
Rajasthan,2006,TVC- Riots,09. Riots,5,4661,4666
Sikkim,2006,TVC- Riots,09. Riots,,5,5
Tamil Nadu,2006,TVC- Riots,09. Riots,3,2491,2494
Tripura,2006,TVC- Riots,09. Riots,,83,83
Uttar Pradesh,2006,TVC- Riots,09. Riots,0,2935,2935
Uttarakhand,2006,TVC- Riots,09. Riots,,157,157
West Bengal,2006,TVC- Riots,09. Riots,0,2798,2798
Andaman & Nicobar Islands,2007,TVC- Riots,09. Riots,,11,11
Andhra Pradesh,2007,TVC- Riots,09. Riots,0,1219,1219
Arunachal Pradesh,2007,TVC- Riots,09. Riots,0,2,2
Assam,2007,TVC- Riots,09. Riots,31,1547,1578
Bihar,2007,TVC- Riots,09. Riots,0,7067,7067
Chandigarh,2007,TVC- Riots,09. Riots,0,41,41
Chhattisgarh,2007,TVC- Riots,09. Riots,193,275,468
Dadra & Nagar Haveli,2007,TVC- Riots,09. Riots,,13,13
Daman & Diu,2007,TVC- Riots,09. Riots,,4,4
Delhi,2007,TVC- Riots,09. Riots,,87,87
Goa,2007,TVC- Riots,09. Riots,,31,31
Gujarat,2007,TVC- Riots,09. Riots,24,863,887
Haryana,2007,TVC- Riots,09. Riots,0,564,564
Himachal Pradesh,2007,TVC- Riots,09. Riots,0,315,315
Jammu & Kashmir,2007,TVC- Riots,09. Riots,0,435,435
Jharkhand,2007,TVC- Riots,09. Riots,,2501,2501
Karnataka,2007,TVC- Riots,09. Riots,24,4149,4173
Kerala,2007,TVC- Riots,09. Riots,,4492,4492
Madhya Pradesh,2007,TVC- Riots,09. Riots,0,1581,1581
Maharashtra,2007,TVC- Riots,09. Riots,13,3355,3368
Manipur,2007,TVC- Riots,09. Riots,0,3,3
Meghalaya,2007,TVC- Riots,09. Riots,0,4,4
Mizoram,2007,TVC- Riots,09. Riots,0,8,8
Nagaland,2007,TVC- Riots,09. Riots,0,1,1
Odisha,2007,TVC- Riots,09. Riots,0,726,726
Puducherry,2007,TVC- Riots,09. Riots,,71,71
Rajasthan,2007,TVC- Riots,09. Riots,,2735,2735
Sikkim,2007,TVC- Riots,09. Riots,,8,8
Tamil Nadu,2007,TVC- Riots,09. Riots,5,1737,1742
Tripura,2007,TVC- Riots,09. Riots,,348,348
Uttar Pradesh,2007,TVC- Riots,09. Riots,,2616,2616
Uttarakhand,2007,TVC- Riots,09. Riots,,269,269
West Bengal,2007,TVC- Riots,09. Riots,0,1982,1982
Andaman & Nicobar Islands,2008,TVC- Riots,09. Riots,,5,5
Andhra Pradesh,2008,TVC- Riots,09. Riots,0,1200,1200
Arunachal Pradesh,2008,TVC- Riots,09. Riots,0,1,1
Assam,2008,TVC- Riots,09. Riots,27,1227,1254
Bihar,2008,TVC- Riots,09. Riots,0,5070,5070
Chandigarh,2008,TVC- Riots,09. Riots,,62,62
Chhattisgarh,2008,TVC- Riots,09. Riots,154,349,503
Dadra & Nagar Haveli,2008,TVC- Riots,09. Riots,,7,7
Daman & Diu,2008,TVC- Riots,09. Riots,,26,26
Delhi,2008,TVC- Riots,09. Riots,,39,39
Goa,2008,TVC- Riots,09. Riots,,28,28
Gujarat,2008,TVC- Riots,09. Riots,30,970,1000
Haryana,2008,TVC- Riots,09. Riots,0,668,668
Himachal Pradesh,2008,TVC- Riots,09. Riots,0,354,354
Jammu & Kashmir,2008,TVC- Riots,09. Riots,2,296,298
Jharkhand,2008,TVC- Riots,09. Riots,71,2167,2238
Karnataka,2008,TVC- Riots,09. Riots,117,4417,4534
Kerala,2008,TVC- Riots,09. Riots,8,5098,5106
Madhya Pradesh,2008,TVC- Riots,09. Riots,,2016,2016
Maharashtra,2008,TVC- Riots,09. Riots,9,5282,5291
Manipur,2008,TVC- Riots,09. Riots,0,2,2
Meghalaya,2008,TVC- Riots,09. Riots,0,2,2
Mizoram,2008,TVC- Riots,09. Riots,0,2,2
Nagaland,2008,TVC- Riots,09. Riots,0,2,2
Odisha,2008,TVC- Riots,09. Riots,0,873,873
Puducherry,2008,TVC- Riots,09. Riots,,49,49
Rajasthan,2008,TVC- Riots,09. Riots,1,3000,3001
Sikkim,2008,TVC- Riots,09. Riots,5,1,6
Tamil Nadu,2008,TVC- Riots,09. Riots,18,1836,1854
Tripura,2008,TVC- Riots,09. Riots,,49,49
Uttar Pradesh,2008,TVC- Riots,09. Riots,,2978,2978
Uttarakhand,2008,TVC- Riots,09. Riots,,117,117
West Bengal,2008,TVC- Riots,09. Riots,0,2800,2800
Andaman & Nicobar Islands,2009,TVC- Riots,09. Riots,,4,4
Andhra Pradesh,2009,TVC- Riots,09. Riots,0,1352,1352
Arunachal Pradesh,2009,TVC- Riots,09. Riots,0,0,0
Assam,2009,TVC- Riots,09. Riots,31,913,944
Bihar,2009,TVC- Riots,09. Riots,0,4725,4725
Chandigarh,2009,TVC- Riots,09. Riots,0,45,45
Chhattisgarh,2009,TVC- Riots,09. Riots,117,274,391
Dadra & Nagar Haveli,2009,TVC- Riots,09. Riots,,6,6
Daman & Diu,2009,TVC- Riots,09. Riots,,25,25
Delhi,2009,TVC- Riots,09. Riots,,34,34
Goa,2009,TVC- Riots,09. Riots,,53,53
Gujarat,2009,TVC- Riots,09. Riots,31,877,908
Haryana,2009,TVC- Riots,09. Riots,0,724,724
Himachal Pradesh,2009,TVC- Riots,09. Riots,0,364,364
Jammu & Kashmir,2009,TVC- Riots,09. Riots,0,481,481
Jharkhand,2009,TVC- Riots,09. Riots,0,2650,2650
Karnataka,2009,TVC- Riots,09. Riots,171,3256,3427
Kerala,2009,TVC- Riots,09. Riots,11,4623,4634
Lakshadweep,2009,TVC- Riots,09. Riots,,5,5
Madhya Pradesh,2009,TVC- Riots,09. Riots,0,2017,2017
Maharashtra,2009,TVC- Riots,09. Riots,5,3948,3953
Manipur,2009,TVC- Riots,09. Riots,0,0,0
Meghalaya,2009,TVC- Riots,09. Riots,0,2,2
Mizoram,2009,TVC- Riots,09. Riots,1,,1
Nagaland,2009,TVC- Riots,09. Riots,1,2,3
Odisha,2009,TVC- Riots,09. Riots,0,951,951
Puducherry,2009,TVC- Riots,09. Riots,,86,86
Punjab,2009,TVC- Riots,09. Riots,,2,2
Sikkim,2009,TVC- Riots,09. Riots,,3,3
Tamil Nadu,2009,TVC- Riots,09. Riots,9,1811,1820
Tripura,2009,TVC- Riots,09. Riots,9,59,68
Uttar Pradesh,2009,TVC- Riots,09. Riots,,2847,2847
Uttarakhand,2009,TVC- Riots,09. Riots,,221,221
West Bengal,2009,TVC- Riots,09. Riots,2,1959,1961
Andaman & Nicobar Islands,2010,TVC- Riots,09. Riots,,4,4
Andhra Pradesh,2010,TVC- Riots,09. Riots,0,1706,1706
Arunachal Pradesh,2010,TVC- Riots,09. Riots,0,6,6
Assam,2010,TVC- Riots,09. Riots,59,942,1001
Bihar,2010,TVC- Riots,09. Riots,,4847,4847
Chandigarh,2010,TVC- Riots,09. Riots,0,68,68
Chhattisgarh,2010,TVC- Riots,09. Riots,266,680,946
Dadra & Nagar Haveli,2010,TVC- Riots,09. Riots,,7,7
Daman & Diu,2010,TVC- Riots,09. Riots,0,16,16
Delhi,2010,TVC- Riots,09. Riots,,55,55
Goa,2010,TVC- Riots,09. Riots,0,50,50
Gujarat,2010,TVC- Riots,09. Riots,60,798,858
Haryana,2010,TVC- Riots,09. Riots,,778,778
Himachal Pradesh,2010,TVC- Riots,09. Riots,0,275,275
Jammu & Kashmir,2010,TVC- Riots,09. Riots,4,500,504
Jharkhand,2010,TVC- Riots,09. Riots,2,2290,2292
Karnataka,2010,TVC- Riots,09. Riots,64,4018,4082
Kerala,2010,TVC- Riots,09. Riots,22,5081,5103
Madhya Pradesh,2010,TVC- Riots,09. Riots,0,3155,3155
Maharashtra,2010,TVC- Riots,09. Riots,44,4548,4592
Manipur,2010,TVC- Riots,09. Riots,0,3,3
Meghalaya,2010,TVC- Riots,09. Riots,0,1,1
Mizoram,2010,TVC- Riots,09. Riots,0,0,0
Nagaland,2010,TVC- Riots,09. Riots,3,1,4
Odisha,2010,TVC- Riots,09. Riots,0,1320,1320
Puducherry,2010,TVC- Riots,09. Riots,38,152,190
Punjab,2010,TVC- Riots,09. Riots,,2,2
Rajasthan,2010,TVC- Riots,09. Riots,,1428,1428
Sikkim,2010,TVC- Riots,09. Riots,,7,7
Tamil Nadu,2010,TVC- Riots,09. Riots,0,1617,1617
Tripura,2010,TVC- Riots,09. Riots,5,67,72
Uttar Pradesh,2010,TVC- Riots,09. Riots,,3693,3693
Uttarakhand,2010,TVC- Riots,09. Riots,,183,183
West Bengal,2010,TVC- Riots,09. Riots,0,2011,2011
Andhra Pradesh,2001,TVC- Robbery,08. Robbery,0,514,514
Arunachal Pradesh,2001,TVC- Robbery,08. Robbery,0,32,32
Assam,2001,TVC- Robbery,08. Robbery,10,209,219
Bihar,2001,TVC- Robbery,08. Robbery,3,871,874
Chandigarh,2001,TVC- Robbery,08. Robbery,0,6,6
Chhattisgarh,2001,TVC- Robbery,08. Robbery,26,88,114
Dadra & Nagar Haveli,2001,TVC- Robbery,08. Robbery,,1,1
Delhi,2001,TVC- Robbery,08. Robbery,,150,150
Goa,2001,TVC- Robbery,08. Robbery,,45,45
Gujarat,2001,TVC- Robbery,08. Robbery,1,265,266
Haryana,2001,TVC- Robbery,08. Robbery,0,241,241
Himachal Pradesh,2001,TVC- Robbery,08. Robbery,0,14,14
Jammu & Kashmir,2001,TVC- Robbery,08. Robbery,0,25,25
Jharkhand,2001,TVC- Robbery,08. Robbery,3,283,286
Karnataka,2001,TVC- Robbery,08. Robbery,0,512,512
Kerala,2001,TVC- Robbery,08. Robbery,2,136,138
Madhya Pradesh,2001,TVC- Robbery,08. Robbery,,1237,1237
Maharashtra,2001,TVC- Robbery,08. Robbery,26,991,1017
Meghalaya,2001,TVC- Robbery,08. Robbery,6,4,10
Mizoram,2001,TVC- Robbery,08. Robbery,1,14,15
Nagaland,2001,TVC- Robbery,08. Robbery,7,7,14
Odisha,2001,TVC- Robbery,08. Robbery,0,717,717
Punjab,2001,TVC- Robbery,08. Robbery,,39,39
Rajasthan,2001,TVC- Robbery,08. Robbery,,667,667
Sikkim,2001,TVC- Robbery,08. Robbery,,1,1
Tamil Nadu,2001,TVC- Robbery,08. Robbery,6,471,477
Tripura,2001,TVC- Robbery,08. Robbery,,27,27
Uttar Pradesh,2001,TVC- Robbery,08. Robbery,7,1849,1856
Uttarakhand,2001,TVC- Robbery,08. Robbery,,83,83
West Bengal,2001,TVC- Robbery,08. Robbery,0,207,207
Andaman & Nicobar Islands,2002,TVC- Robbery,08. Robbery,0,2,2
Andhra Pradesh,2002,TVC- Robbery,08. Robbery,0,589,589
Arunachal Pradesh,2002,TVC- Robbery,08. Robbery,,10,10
Assam,2002,TVC- Robbery,08. Robbery,5,186,191
Bihar,2002,TVC- Robbery,08. Robbery,0,740,740
Chandigarh,2002,TVC- Robbery,08. Robbery,0,14,14
Chhattisgarh,2002,TVC- Robbery,08. Robbery,83,232,315
Dadra & Nagar Haveli,2002,TVC- Robbery,08. Robbery,,3,3
Daman & Diu,2002,TVC- Robbery,08. Robbery,0,0,0
Delhi,2002,TVC- Robbery,08. Robbery,0,372,372
Goa,2002,TVC- Robbery,08. Robbery,,22,22
Gujarat,2002,TVC- Robbery,08. Robbery,3,247,250
